bfd6b472-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6b561-bf68-11e5-be11-22000b9884dc,,,
bfd6b5c9-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Saison/Spielplan,,
bfd6b625-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6b680-bf68-11e5-be11-22000b9884dc,,,
bfd6b6da-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Saison/Spielplan,,
bfd6b731-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6b789-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Stadion/Stadionplan-Preise,,
bfd6b7e0-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/News/2015/07/17/Es-geht-wieder-los-Der-FCB-trifft-auf-den-FC-Vaduz,,
bfd6b83a-bf68-11e5-be11-22000b9884dc,,,
bfd6b891-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6b8e8-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/News/2015/07/17/Es-geht-wieder-los-Der-FCB-trifft-auf-den-FC-Vaduz,,
bfd6b94d-bf68-11e5-be11-22000b9884dc,https://www.facebook.com/,,
bfd6b9a7-bf68-11e5-be11-22000b9884dc,,,
bfd6ba01-bf68-11e5-be11-22000b9884dc,,,
bfd6ba58-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6bab6-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Teams/1-Mannschaft#TeamFoto,,
bfd6bb0c-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6bb62-bf68-11e5-be11-22000b9884dc,,,
bfd6bbbc-bf68-11e5-be11-22000b9884dc,,,
bfd6bc14-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6bcc8-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/,,
bfd6bf8d-bf68-11e5-be11-22000b9884dc,NULL,,
bfd6bff9-bf68-11e5-be11-22000b9884dc,,,
bfd6c054-bf68-11e5-be11-22000b9884dc,NULL,,
bfd6c0ac-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Default.aspx,,
bfd6c108-bf68-11e5-be11-22000b9884dc,,,
bfd6c160-bf68-11e5-be11-22000b9884dc,,,
bfd6c1b9-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6c210-bf68-11e5-be11-22000b9884dc,,,
bfd6c26c-bf68-11e5-be11-22000b9884dc,,,
bfd6c2c3-bf68-11e5-be11-22000b9884dc,,,
bfd6c319-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6c36f-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Teams/1-Mannschaft#TeamFoto,,
bfd6c3c7-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Teams/1-Mannschaft#Tor,,
bfd6c41d-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6c474-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/News/2015/06/17/FCB-und-Paulo-Sousa-beschliessen-sofortige-einvern,,
bfd6c4d1-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/News/2015/06/17/FCB-und-Paulo-Sousa-beschliessen-sofortige-einvern,,
bfd6c528-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Teams/1-Mannschaft#Tor,,
bfd6c57e-bf68-11e5-be11-22000b9884dc,,,
bfd6c5d5-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6c62c-bf68-11e5-be11-22000b9884dc,,,
bfd6c683-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6c6dd-bf68-11e5-be11-22000b9884dc,,,
bfd6c735-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6c78b-bf68-11e5-be11-22000b9884dc,,,
bfd6c84b-bf68-11e5-be11-22000b9884dc,,,
bfd6c8a7-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6c8ff-bf68-11e5-be11-22000b9884dc,,,
bfd6c958-bf68-11e5-be11-22000b9884dc,,,
bfd6c9b5-bf68-11e5-be11-22000b9884dc,,,
bfd6ca0d-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6ca65-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6cabb-bf68-11e5-be11-22000b9884dc,,,
bfd6cb13-bf68-11e5-be11-22000b9884dc,,,
bfd6cb6b-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6cbc3-bf68-11e5-be11-22000b9884dc,,,
bfd6cc21-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6cc79-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6ccd0-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6cd27-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6cd80-bf68-11e5-be11-22000b9884dc,,,
bfd6cdec-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Club/Mitglied-werden#Beitrittserklrung,,
bfd6ce4b-bf68-11e5-be11-22000b9884dc,https://www.google.ch/,,
bfd6cea4-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Club/Mitglied-werden#Beitrittserklrung,,
bfd6cefb-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Home,,
bfd6cf52-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Club/Mitglied-werden,,
bfd6cfa9-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Meta/Kontakt,,
bfd6d000-bf68-11e5-be11-22000b9884dc,https://www.google.ch/,,
bfd6d056-bf68-11e5-be11-22000b9884dc,https://www.google.ch/,,
bfd6d124-bf68-11e5-be11-22000b9884dc,NULL,,
bfd6d17e-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d1d7-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6d22d-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6d284-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Default.aspx,,
bfd6d2db-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d331-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d38c-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Events.aspx,,
bfd6d3e2-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d439-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d48e-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6d4e4-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d53b-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Payment.aspx,,
bfd6d599-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6d5f0-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Events.aspx,,
bfd6d646-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d69c-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/,,
bfd6d6f3-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/OrderHistory.aspx,,
bfd6d749-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6d79f-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6d7fa-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6d851-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6d8a7-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Payment.aspx,,
bfd6d8fd-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Default.aspx,,
bfd6d9bc-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Events.aspx,,
bfd6da18-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/SelectSeats.aspx,,
bfd6da78-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Payment.aspx,,
bfd6dad1-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6db28-bf68-11e5-be11-22000b9884dc,https://ticketing.fcb.ch/Order.aspx,,
bfd6db80-bf68-11e5-be11-22000b9884dc,http://www.fcb.ch/de-CH/Business/Hospitality-Einzelspiele,,
